,#Data contains:GPS time of week of the navigation epoch (ms),UTC [year:month:day:minute:second],fix Type[0-5],longitude[deg],latitude[deg],height[mm],rising edge sync signal,Temp[Â°C]#
14947,205378500,2021-03-16 09:02:40,3,11.382735,47.3111235,2219.723,1,6.0
14948,205378600,2021-03-16 09:02:40,3,11.382731,47.3111184,2219.507,1,6.0
14949,205378700,2021-03-16 09:02:40,3,11.3827278,47.3111114,2219.393,1,6.0
14950,205378800,2021-03-16 09:02:40,3,11.3827256,47.3111068,2219.03,1,6.0
14951,205378900,2021-03-16 09:02:40,3,11.3827227,47.3111035,2218.483,1,6.0
14952,205379000,2021-03-16 09:02:41,3,11.3827194,47.311099,2218.105,1,6.0
14953,205379100,2021-03-16 09:02:41,3,11.3827148,47.3110928,2217.906,1,6.0
14954,205379200,2021-03-16 09:02:41,3,11.3827113,47.3110855,2218.053,1,6.0
14955,205379300,2021-03-16 09:02:41,3,11.3827079,47.3110801,2217.86,1,6.0
14956,205379400,2021-03-16 09:02:41,3,11.3827053,47.3110768,2217.319,1,6.0
14957,205379500,2021-03-16 09:02:41,3,11.3827026,47.3110734,2216.804,0,6.0
14958,205379600,2021-03-16 09:02:41,3,11.3827001,47.3110682,2216.237,0,6.0
14959,205379700,2021-03-16 09:02:41,3,11.3826978,47.3110625,2215.846,0,6.0
14960,205379800,2021-03-16 09:02:41,3,11.3826958,47.3110553,2215.969,0,5.94
14961,205379900,2021-03-16 09:02:41,3,11.382693,47.3110503,2215.725,0,5.94
14962,205380000,2021-03-16 09:02:42,3,11.38269,47.3110475,2215.244,0,5.94
14963,205380100,2021-03-16 09:02:42,3,11.3826877,47.3110426,2214.818,0,5.94
14964,205380200,2021-03-16 09:02:42,3,11.3826856,47.3110368,2214.549,0,5.94
14965,205380300,2021-03-16 09:02:42,3,11.3826842,47.3110303,2214.324,0,5.94
14966,205380400,2021-03-16 09:02:42,3,11.3826828,47.3110251,2214.068,0,5.94
14967,205380500,2021-03-16 09:02:42,3,11.3826803,47.3110231,2213.416,1,5.94
14968,205380600,2021-03-16 09:02:42,3,11.3826783,47.3110204,2212.782,1,5.94
14969,205380700,2021-03-16 09:02:42,3,11.3826762,47.3110171,2212.263,1,5.94
14970,205380800,2021-03-16 09:02:42,3,11.3826735,47.3110126,2211.88,1,5.94
14971,205380900,2021-03-16 09:02:42,3,11.3826711,47.3110084,2211.447,1,5.94
14972,205381000,2021-03-16 09:02:43,3,11.3826684,47.3110041,2211.116,1,5.94
14973,205381100,2021-03-16 09:02:43,3,11.3826656,47.3109989,2210.767,1,5.94
14974,205381200,2021-03-16 09:02:43,3,11.3826634,47.3109941,2210.539,1,5.94
14975,205381300,2021-03-16 09:02:43,3,11.3826611,47.3109903,2210.279,1,5.94
14976,205381400,2021-03-16 09:02:43,3,11.3826586,47.3109864,2209.911,1,5.94
14977,205381500,2021-03-16 09:02:43,3,11.3826568,47.3109817,2209.653,0,5.94
14978,205381600,2021-03-16 09:02:43,3,11.3826549,47.3109768,2209.507,0,5.94
14979,205381700,2021-03-16 09:02:43,3,11.382654,47.3109735,2209.265,0,5.94
14980,205381800,2021-03-16 09:02:43,3,11.382652,47.31097,2208.901,0,5.94
14981,205381900,2021-03-16 09:02:43,3,11.3826502,47.3109658,2208.648,0,5.94
14982,205382000,2021-03-16 09:02:44,3,11.3826483,47.3109622,2208.372,0,5.94
14983,205382100,2021-03-16 09:02:44,3,11.3826464,47.3109579,2208.173,0,5.94
14984,205382200,2021-03-16 09:02:44,3,11.3826448,47.3109538,2208.004,0,5.94
14985,205382300,2021-03-16 09:02:44,3,11.3826433,47.310949,2207.764,0,5.94
14986,205382400,2021-03-16 09:02:44,3,11.3826412,47.3109438,2207.673,0,5.94
14987,205382500,2021-03-16 09:02:44,3,11.3826398,47.3109405,2207.391,1,5.94
14988,205382600,2021-03-16 09:02:44,3,11.382639,47.3109372,2207.063,1,5.94
14989,205382700,2021-03-16 09:02:44,3,11.382637,47.3109338,2206.711,1,5.94
14990,205382800,2021-03-16 09:02:44,3,11.3826355,47.3109305,2206.271,1,5.94
14991,205382900,2021-03-16 09:02:44,3,11.3826339,47.3109268,2205.908,1,5.94
14992,205383000,2021-03-16 09:02:45,3,11.3826322,47.3109237,2205.474,1,5.94
14993,205383100,2021-03-16 09:02:45,3,11.3826304,47.3109197,2205.203,1,5.94
14994,205383200,2021-03-16 09:02:45,3,11.3826286,47.3109158,2205.014,1,5.94
14995,205383300,2021-03-16 09:02:45,3,11.3826262,47.3109111,2204.853,1,5.94
14996,205383400,2021-03-16 09:02:45,3,11.3826242,47.3109076,2204.581,1,5.94
14997,205383500,2021-03-16 09:02:45,3,11.3826223,47.3109041,2204.313,0,5.94
14998,205383600,2021-03-16 09:02:45,3,11.38262,47.3109002,2204.132,0,5.94
14999,205383700,2021-03-16 09:02:45,3,11.3826176,47.3108973,2203.743,0,5.94
15000,205383800,2021-03-16 09:02:45,3,11.3826152,47.3108939,2203.53,0,5.94
15001,205383900,2021-03-16 09:02:45,3,11.382613,47.3108898,2203.374,0,5.94
15002,205384000,2021-03-16 09:02:46,3,11.3826112,47.3108857,2203.307,0,5.94
15003,205384100,2021-03-16 09:02:46,3,11.3826095,47.3108835,2202.973,0,5.94
15004,205384200,2021-03-16 09:02:46,3,11.3826078,47.3108801,2202.761,0,5.94
15005,205384300,2021-03-16 09:02:46,3,11.3826062,47.3108766,2202.618,0,5.87
15006,205384400,2021-03-16 09:02:46,3,11.3826049,47.3108744,2202.388,0,5.87
15007,205384500,2021-03-16 09:02:46,3,11.3826025,47.3108697,2202.356,1,5.87
15008,205384600,2021-03-16 09:02:46,3,11.3826005,47.310867,2202.093,1,5.87
15009,205384700,2021-03-16 09:02:46,3,11.3825989,47.3108645,2201.802,1,5.87
15010,205384800,2021-03-16 09:02:46,3,11.3825971,47.3108615,2201.603,1,5.87
15011,205384900,2021-03-16 09:02:46,3,11.3825956,47.3108591,2201.321,1,5.87
15012,205385000,2021-03-16 09:02:47,3,11.3825945,47.3108559,2201.117,1,5.87
15013,205385100,2021-03-16 09:02:47,3,11.3825942,47.3108553,2200.691,1,5.87
15014,205385200,2021-03-16 09:02:47,3,11.3825933,47.3108527,2200.456,1,5.87
15015,205385300,2021-03-16 09:02:47,3,11.382592,47.3108503,2200.166,1,5.87
15016,205385400,2021-03-16 09:02:47,3,11.3825926,47.3108492,2199.806,1,5.87
15017,205385500,2021-03-16 09:02:47,3,11.3825922,47.3108473,2199.472,0,5.87
15018,205385600,2021-03-16 09:02:47,3,11.3825914,47.3108456,2199.153,0,5.87
15019,205385700,2021-03-16 09:02:47,3,11.3825892,47.310843,2198.896,0,5.87
15020,205385800,2021-03-16 09:02:47,3,11.3825876,47.3108405,2198.637,0,5.94
15021,205385900,2021-03-16 09:02:47,3,11.3825864,47.3108379,2198.438,0,5.94
15022,205386000,2021-03-16 09:02:48,3,11.3825844,47.3108359,2198.124,0,5.94
15023,205386100,2021-03-16 09:02:48,3,11.3825829,47.3108332,2197.896,0,5.94
15024,205386200,2021-03-16 09:02:48,3,11.3825817,47.3108316,2197.581,0,5.94
15025,205386300,2021-03-16 09:02:48,3,11.3825805,47.3108297,2197.292,0,5.94
15026,205386400,2021-03-16 09:02:48,3,11.3825806,47.3108291,2196.948,0,5.94
15027,205386500,2021-03-16 09:02:48,3,11.3825804,47.3108271,2196.807,1,5.87
15028,205386600,2021-03-16 09:02:48,3,11.3825786,47.3108241,2196.634,1,5.87
15029,205386700,2021-03-16 09:02:48,3,11.3825781,47.3108224,2196.436,1,5.87
15030,205386800,2021-03-16 09:02:48,3,11.3825761,47.3108199,2196.277,1,5.87
15031,205386900,2021-03-16 09:02:48,3,11.3825755,47.3108193,2195.951,1,5.87
15032,205387000,2021-03-16 09:02:49,3,11.3825738,47.3108169,2195.779,1,5.87
15033,205387100,2021-03-16 09:02:49,3,11.3825732,47.3108155,2195.534,1,5.87
15034,205387200,2021-03-16 09:02:49,3,11.3825726,47.3108137,2195.255,1,5.87
15035,205387300,2021-03-16 09:02:49,3,11.3825718,47.3108117,2195.065,1,5.87
15036,205387400,2021-03-16 09:02:49,3,11.3825705,47.3108105,2194.773,1,5.87
15037,205387500,2021-03-16 09:02:49,3,11.3825699,47.310809,2194.604,0,5.87
15038,205387600,2021-03-16 09:02:49,3,11.3825686,47.3108069,2194.51,0,5.87
15039,205387700,2021-03-16 09:02:49,3,11.3825678,47.3108053,2194.361,0,5.87
15040,205387800,2021-03-16 09:02:49,3,11.3825668,47.3108038,2194.176,0,5.87
15041,205387900,2021-03-16 09:02:49,3,11.3825656,47.3108023,2193.928,0,5.87
15042,205388000,2021-03-16 09:02:50,3,11.3825655,47.3108014,2193.696,0,5.87
15043,205388100,2021-03-16 09:02:50,3,11.3825648,47.310799,2193.545,0,5.87
15044,205388200,2021-03-16 09:02:50,3,11.3825637,47.3107972,2193.34,0,5.87
15045,205388300,2021-03-16 09:02:50,3,11.3825629,47.3107965,2193.121,0,5.87
15046,205388400,2021-03-16 09:02:50,3,11.3825619,47.3107952,2192.907,0,5.87
15047,205388500,2021-03-16 09:02:50,3,11.3825609,47.3107933,2192.796,1,5.87
15048,205388600,2021-03-16 09:02:50,3,11.3825594,47.3107917,2192.697,1,5.87
15049,205388700,2021-03-16 09:02:50,3,11.3825588,47.3107903,2192.617,1,5.87
15050,205388800,2021-03-16 09:02:50,3,11.3825571,47.3107891,2192.443,1,5.87
15051,205388900,2021-03-16 09:02:50,3,11.3825557,47.3107877,2192.353,1,5.87
15052,205389000,2021-03-16 09:02:51,3,11.3825547,47.3107865,2192.236,1,5.87
15053,205389100,2021-03-16 09:02:51,3,11.3825537,47.3107855,2192.089,1,5.87
15054,205389200,2021-03-16 09:02:51,3,11.3825527,47.3107841,2191.955,1,5.87
15055,205389300,2021-03-16 09:02:51,3,11.3825517,47.3107832,2191.746,1,5.87
15056,205389400,2021-03-16 09:02:51,3,11.3825505,47.3107824,2191.604,1,5.87
15057,205389500,2021-03-16 09:02:51,3,11.3825504,47.3107814,2191.417,0,5.87
15058,205389600,2021-03-16 09:02:51,3,11.3825493,47.3107807,2191.262,0,5.87
15059,205389700,2021-03-16 09:02:51,3,11.3825475,47.3107792,2191.189,0,5.87
15060,205389800,2021-03-16 09:02:51,3,11.382547,47.3107781,2191.037,0,5.87
15061,205389900,2021-03-16 09:02:51,3,11.3825458,47.3107762,2190.974,0,5.87
15062,205390000,2021-03-16 09:02:52,3,11.3825449,47.3107751,2190.837,0,5.87
15063,205390100,2021-03-16 09:02:52,3,11.3825436,47.3107745,2190.671,0,5.87
15064,205390200,2021-03-16 09:02:52,3,11.3825429,47.3107736,2190.556,0,5.87
15065,205390300,2021-03-16 09:02:52,3,11.3825423,47.3107729,2190.525,0,5.87
15066,205390400,2021-03-16 09:02:52,3,11.3825414,47.3107724,2190.297,0,5.87
15067,205390500,2021-03-16 09:02:52,3,11.3825408,47.3107713,2190.25,1,5.87
15068,205390600,2021-03-16 09:02:52,3,11.3825399,47.3107704,2190.15,1,5.87
15069,205390700,2021-03-16 09:02:52,3,11.3825395,47.3107697,2190.061,1,5.87
15070,205390800,2021-03-16 09:02:52,3,11.3825392,47.3107681,2190.16,1,5.87
15071,205390900,2021-03-16 09:02:52,3,11.3825388,47.3107676,2189.988,1,5.87
15072,205391000,2021-03-16 09:02:53,3,11.3825378,47.310767,2189.841,1,5.87
15073,205391100,2021-03-16 09:02:53,3,11.3825371,47.3107656,2189.751,1,5.87
15074,205391200,2021-03-16 09:02:53,3,11.3825365,47.3107644,2189.65,1,5.87
15075,205391300,2021-03-16 09:02:53,3,11.3825361,47.3107646,2189.478,1,5.87
15076,205391400,2021-03-16 09:02:53,3,11.3825358,47.3107649,2189.303,1,5.87
15077,205391500,2021-03-16 09:02:53,3,11.3825352,47.3107651,2189.147,0,5.87
15078,205391600,2021-03-16 09:02:53,3,11.382535,47.3107646,2189.012,0,5.87
15079,205391700,2021-03-16 09:02:53,3,11.3825347,47.3107643,2188.905,0,5.87
15080,205391800,2021-03-16 09:02:53,3,11.3825341,47.3107649,2188.75,0,5.87
15081,205391900,2021-03-16 09:02:53,3,11.3825339,47.3107653,2188.586,0,5.87
15082,205392000,2021-03-16 09:02:54,3,11.3825336,47.3107654,2188.459,0,5.87
15083,205392100,2021-03-16 09:02:54,3,11.3825335,47.3107655,2188.326,0,5.87
15084,205392200,2021-03-16 09:02:54,3,11.3825334,47.3107657,2188.208,0,5.87
15085,205392300,2021-03-16 09:02:54,3,11.3825329,47.3107649,2188.231,0,5.87
15086,205392400,2021-03-16 09:02:54,3,11.3825325,47.3107656,2188.075,0,5.87
15087,205392500,2021-03-16 09:02:54,3,11.3825325,47.3107661,2187.935,1,5.87
15088,205392600,2021-03-16 09:02:54,3,11.3825324,47.3107669,2187.819,1,5.87
15089,205392700,2021-03-16 09:02:54,3,11.3825322,47.3107676,2187.7,1,5.87
15090,205392800,2021-03-16 09:02:54,3,11.3825323,47.3107681,2187.583,1,5.87
15091,205392900,2021-03-16 09:02:54,3,11.3825324,47.3107687,2187.466,1,5.87
15092,205393000,2021-03-16 09:02:55,3,11.3825322,47.3107687,2187.414,1,5.87
15093,205393100,2021-03-16 09:02:55,3,11.382532,47.310769,2187.346,1,5.87
15094,205393200,2021-03-16 09:02:55,3,11.3825319,47.3107694,2187.276,1,5.87
15095,205393300,2021-03-16 09:02:55,3,11.3825319,47.3107696,2187.218,1,5.87
15096,205393400,2021-03-16 09:02:55,3,11.3825315,47.3107695,2187.153,1,5.87
15097,205393500,2021-03-16 09:02:55,3,11.3825312,47.3107697,2187.133,0,5.87
15098,205393600,2021-03-16 09:02:55,3,11.3825312,47.3107701,2187.025,0,5.87
15099,205393700,2021-03-16 09:02:55,3,11.3825309,47.3107702,2187.012,0,5.87
15100,205393800,2021-03-16 09:02:55,3,11.3825307,47.3107703,2186.957,0,5.87
15101,205393900,2021-03-16 09:02:55,3,11.3825304,47.3107705,2186.889,0,5.87
15102,205394000,2021-03-16 09:02:56,3,11.3825303,47.3107706,2186.826,0,5.87
15103,205394100,2021-03-16 09:02:56,3,11.3825301,47.310771,2186.721,0,5.87
15104,205394200,2021-03-16 09:02:56,3,11.3825297,47.3107717,2186.614,0,5.87
15105,205394300,2021-03-16 09:02:56,3,11.3825295,47.3107722,2186.5,0,5.87
15106,205394400,2021-03-16 09:02:56,3,11.3825291,47.310772,2186.458,0,5.87
15107,205394500,2021-03-16 09:02:56,3,11.3825291,47.310772,2186.431,1,5.87
15108,205394600,2021-03-16 09:02:56,3,11.3825289,47.3107722,2186.335,1,5.87
15109,205394700,2021-03-16 09:02:56,3,11.3825285,47.3107721,2186.296,1,5.87
15110,205394800,2021-03-16 09:02:56,3,11.3825283,47.3107722,2186.231,1,5.87
15111,205394900,2021-03-16 09:02:56,3,11.3825281,47.3107719,2186.232,1,5.87
15112,205395000,2021-03-16 09:02:57,3,11.3825279,47.3107721,2186.152,1,5.87
15113,205395100,2021-03-16 09:02:57,3,11.3825275,47.3107725,2186.082,1,5.87
15114,205395200,2021-03-16 09:02:57,3,11.3825276,47.310773,2186.015,1,5.87
15115,205395300,2021-03-16 09:02:57,3,11.3825274,47.310773,2185.973,1,5.87
15116,205395400,2021-03-16 09:02:57,3,11.3825273,47.3107734,2185.924,1,5.87
15117,205395500,2021-03-16 09:02:57,3,11.3825273,47.3107735,2185.883,0,5.87
15118,205395600,2021-03-16 09:02:57,3,11.3825273,47.3107735,2185.834,0,5.87
15119,205395700,2021-03-16 09:02:57,3,11.382527,47.3107735,2185.789,0,5.87
15120,205395800,2021-03-16 09:02:57,3,11.3825269,47.3107734,2185.739,0,5.87
15121,205395900,2021-03-16 09:02:57,3,11.3825269,47.3107733,2185.747,0,5.87
15122,205396000,2021-03-16 09:02:58,3,11.3825268,47.3107732,2185.698,0,5.87
15123,205396100,2021-03-16 09:02:58,3,11.3825264,47.310773,2185.652,0,5.87
15124,205396200,2021-03-16 09:02:58,3,11.3825262,47.310773,2185.62,0,5.87
15125,205396300,2021-03-16 09:02:58,3,11.382526,47.3107729,2185.576,0,5.87
15126,205396400,2021-03-16 09:02:58,3,11.382526,47.3107731,2185.53,0,5.87
15127,205396500,2021-03-16 09:02:58,3,11.382526,47.3107731,2185.498,1,5.87
15128,205396600,2021-03-16 09:02:58,3,11.3825259,47.3107731,2185.45,1,5.87
15129,205396700,2021-03-16 09:02:58,3,11.382526,47.3107732,2185.407,1,5.87
15130,205396800,2021-03-16 09:02:58,3,11.3825256,47.3107733,2185.357,1,5.87
15131,205396900,2021-03-16 09:02:58,3,11.3825256,47.3107733,2185.292,1,5.87
15132,205397000,2021-03-16 09:02:59,3,11.3825255,47.3107733,2185.268,1,5.87
15133,205397100,2021-03-16 09:02:59,3,11.3825256,47.3107734,2185.225,1,5.87
15134,205397200,2021-03-16 09:02:59,3,11.3825254,47.3107736,2185.165,1,5.87
15135,205397300,2021-03-16 09:02:59,3,11.3825252,47.3107736,2185.106,1,5.87
15136,205397400,2021-03-16 09:02:59,3,11.3825253,47.3107738,2185.058,1,5.87
15137,205397500,2021-03-16 09:02:59,3,11.3825252,47.310774,2184.984,0,5.87
15138,205397600,2021-03-16 09:02:59,3,11.3825252,47.3107742,2184.94,0,5.87
15139,205397700,2021-03-16 09:02:59,3,11.3825251,47.3107741,2184.882,0,5.87
15140,205397800,2021-03-16 09:02:59,3,11.3825248,47.3107742,2184.87,0,5.81
15141,205397900,2021-03-16 09:02:59,3,11.3825249,47.3107744,2184.822,0,5.81
15142,205398000,2021-03-16 09:03:00,3,11.382525,47.3107746,2184.752,0,5.81
15143,205398100,2021-03-16 09:03:00,3,11.382525,47.3107748,2184.696,0,5.81
15144,205398200,2021-03-16 09:03:00,3,11.382525,47.3107751,2184.611,0,5.81
15145,205398300,2021-03-16 09:03:00,3,11.3825247,47.3107752,2184.582,0,5.81
15146,205398400,2021-03-16 09:03:00,3,11.3825247,47.3107754,2184.512,0,5.81
15147,205398500,2021-03-16 09:03:00,3,11.3825247,47.3107756,2184.477,1,5.87
15148,205398600,2021-03-16 09:03:00,3,11.3825247,47.3107758,2184.421,1,5.87
15149,205398700,2021-03-16 09:03:00,3,11.3825251,47.3107761,2184.358,1,5.87
15150,205398800,2021-03-16 09:03:00,3,11.3825251,47.3107765,2184.318,1,5.87
15151,205398900,2021-03-16 09:03:00,3,11.382525,47.3107765,2184.267,1,5.87
